date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:09:00	10871/10871	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Apr%202022%2018:16:28%20GMT	https://digitalnegociacao.com/css/responsive.css	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/css/responsive.css	(from https://digitalnegociacao.com/?a=edit_account)
13:09:00	13093/13093	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Apr%202022%2018:16:28%20GMT	https://digitalnegociacao.com/css/custom.css	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/css/custom.css	(from https://digitalnegociacao.com/?a=edit_account)
13:09:00	1102/1102	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2005%20Apr%202022%2018:16:28%20GMT	https://digitalnegociacao.com/scss/_banner.scss	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/scss/_banner.scss	(from https://digitalnegociacao.com/?a=edit_account)
13:09:00	1427/1427	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Apr%202022%2018:16:28%20GMT	https://digitalnegociacao.com/css/marquee.css	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/css/marquee.css	(from https://digitalnegociacao.com/?a=edit_account)
13:09:01	33961/33961	---M-Z	200	added ('OK')	text/css	etag:%225ee0cbd8-84a9%22	https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.5.0/css/flag-icon.min.css	C:/Users/Diego/Downloads/uAdmin/cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.5.0/css/flag-icon.min.css	(from https://digitalnegociacao.com/?a=edit_account)
13:09:02	71750/71750	---M-Z	200	added ('OK')	text/css	etag:%225f5628a2-11846%22	https://cdnjs.cloudflare.com/ajax/libs/animate.css/4.1.1/animate.min.css	C:/Users/Diego/Downloads/uAdmin/cdnjs.cloudflare.com/ajax/libs/animate.css/4.1.1/animate.min.css	(from https://digitalnegociacao.com/?a=edit_account)
13:09:02	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%226599bda5-317b%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/all.min.css	C:/Users/Diego/Downloads/uAdmin/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/all.min.css	(from https://digitalnegociacao.com/?a=edit_account)
13:09:03	37260/37260	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jun%202024%2014:43:54%20GMT	https://digitalnegociacao.com/styll.png	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/styll.png	(from https://digitalnegociacao.com/?a=edit_account)
13:09:06	85319/85319	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2012:09:05%20GMT	https://digitalnegociacao.com/?a=home	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/indexbc14.html	(from https://digitalnegociacao.com/?a=edit_account)
13:09:06	28457/28457	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2012:09:05%20GMT	https://digitalnegociacao.com/?a=cryptocurrency	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/indexe66a.html	(from https://digitalnegociacao.com/?a=edit_account)
13:09:06	35077/35077	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2012:09:05%20GMT	https://digitalnegociacao.com/?a=about	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/indexe47e.html	(from https://digitalnegociacao.com/?a=edit_account)
13:09:08	28367/28367	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2012:09:07%20GMT	https://digitalnegociacao.com/?a=stock	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/index71fb.html	(from https://digitalnegociacao.com/?a=edit_account)
13:09:09	29282/29282	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2012:09:07%20GMT	https://digitalnegociacao.com/?a=realestate	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/indexa283.html	(from https://digitalnegociacao.com/?a=edit_account)
13:09:09	394578/394578	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202024%2009:54:56%20GMT	https://digitalnegociacao.com/FEDERAL%20DEPOSIT%20INSURANCE%20CORPORTION_20240604_024329_0000.png	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/FEDERAL%20DEPOSIT%20INSURANCE%20CORPORTION_20240604_024329_0000.png	(from https://digitalnegociacao.com/?a=edit_account)
13:09:10	7102/7102	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2012:09:10%20GMT	https://digitalnegociacao.com/?a=login	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/indexc30b.html	(from https://digitalnegociacao.com/?a=edit_account)
13:09:10	32447/32447	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2012:09:10%20GMT	https://digitalnegociacao.com/?a=faq	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/index38cd.html	(from https://digitalnegociacao.com/?a=edit_account)
13:09:10	310143/310143	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202024%2011:21:10%20GMT	https://digitalnegociacao.com/img/jss.jpg	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/img/jss.jpg	(from https://digitalnegociacao.com/?a=edit_account)
13:09:10	2746142/2746142	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jun%202024%2014:47:40%20GMT	https://digitalnegociacao.com/certification.jpg	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/certification.jpg	(from https://digitalnegociacao.com/?a=edit_account)
13:09:10	10789/10789	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2012:09:11%20GMT	https://digitalnegociacao.com/?a=signup	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/indexcca3.html	(from https://digitalnegociacao.com/?a=edit_account)
13:09:11	521765/521765	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202024%2011:23:17%20GMT	https://digitalnegociacao.com/cryp.jpg	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/cryp.jpg	(from https://digitalnegociacao.com/?a=edit_account)
13:09:12	422731/422731	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2018:16:24%20GMT	https://digitalnegociacao.com/img/service3.jpg	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/img/service3.jpg	(from https://digitalnegociacao.com/?a=edit_account)
13:09:12	185863/185863	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2018:16:26%20GMT	https://digitalnegociacao.com/img/bg-9.jpg	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/img/bg-9.jpg	(from https://digitalnegociacao.com/?a=edit_account)
13:09:13	12862/12862	---MCZ	200	added ('OK')	text/javascript	etag:%22c91a2abb3d55ea9196f43e42bb28d11a%22	https://s3.tradingview.com/external-embedding/embed-widget-forex-heat-map.js	C:/Users/Diego/Downloads/uAdmin/s3.tradingview.com/external-embedding/embed-widget-forex-heat-map.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:13	540147/540147	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202024%2011:24:35%20GMT	https://digitalnegociacao.com/img/kmd.jpg	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/img/kmd.jpg	(from https://digitalnegociacao.com/?a=edit_account)
13:09:13	1602479/1602479	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2018:16:26%20GMT	https://digitalnegociacao.com/img/service2.jpg	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/img/service2.jpg	(from https://digitalnegociacao.com/?a=edit_account)
13:09:14	27606/27606	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2018:16:26%20GMT	https://digitalnegociacao.com/img/right-laptop-img.png	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/img/right-laptop-img.png	(from https://digitalnegociacao.com/?a=edit_account)
13:09:14	110123/110123	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2018:16:26%20GMT	https://digitalnegociacao.com/img/banks.png	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/img/banks.png	(from https://digitalnegociacao.com/?a=edit_account)
13:09:14	8823/8823	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2018:16:26%20GMT	https://digitalnegociacao.com/img/security.png	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/img/security.png	(from https://digitalnegociacao.com/?a=edit_account)
13:09:14	145741/145741	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:28%20GMT	https://digitalnegociacao.com/js/jquery-3.2.1.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/js/jquery-3.2.1.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:15	33720/33720	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/js/popper.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/js/popper.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:15	85319/85319	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2012:09:15%20GMT	https://digitalnegociacao.com/	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/index.html	(from https://digitalnegociacao.com/?a=edit_account)
13:09:15	93064/93064	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/js/bootstrap.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/js/bootstrap.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:15	183718/183718	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/revolution/js/jquery.themepunch.tools.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/revolution/js/jquery.themepunch.tools.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:15	94178/94178	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/revolution/js/jquery.themepunch.revolution.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/revolution/js/jquery.themepunch.revolution.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:16	14823/14823	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/revolution/js/extensions/revolution.extension.actions.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/revolution/js/extensions/revolution.extension.actions.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:16	39546/39546	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/revolution/js/extensions/revolution.extension.video.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/revolution/js/extensions/revolution.extension.video.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:16	59463/59463	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/revolution/js/extensions/revolution.extension.slideanims.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/revolution/js/extensions/revolution.extension.slideanims.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:17	74929/74929	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/revolution/js/extensions/revolution.extension.layeranimation.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:17	40098/40098	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/revolution/js/extensions/revolution.extension.navigation.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/revolution/js/extensions/revolution.extension.navigation.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:17	12878/12878	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/counterup/jquery.waypoints.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/counterup/jquery.waypoints.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:17	3992/3992	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/counterup/jquery.counterup.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/counterup/jquery.counterup.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:18	58009/58009	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/owl-carousel/owl.carousel.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/owl-carousel/owl.carousel.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:18	11978/11978	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/animate-css/wow.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/animate-css/wow.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:18	9562/9562	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/parallax/parallax.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/parallax/parallax.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:18	2595/2595	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/counterup/apear.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/counterup/apear.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:18	3847/3847	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/counterup/countto.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/counterup/countto.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:19	3969/3969	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/vendors/nice-select/jquery.nice-select.min.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/nice-select/jquery.nice-select.min.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:19	7900/7900	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/js/theme.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/js/theme.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:19	269468/269468	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:30%20GMT	https://digitalnegociacao.com/js/recent.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/js/recent.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:19	12419/12419	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:32%20GMT	https://digitalnegociacao.com/js/marquee.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/js/marquee.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:20	61361/61361	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:32%20GMT	https://digitalnegociacao.com/js/particle.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/js/particle.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:20	1043/1043	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2018:16:32%20GMT	https://digitalnegociacao.com/js/custom.js	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/js/custom.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:21	17413/17413	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267059c2b-4405%22	https://www.smartsuppchat.com/loader.js?	C:/Users/Diego/Downloads/uAdmin/www.smartsuppchat.com/loaderd41d.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:21	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:22%20GMT	https://digitalnegociacao.com/%e2%80%9chttps://www.smartsupp.com%e2%80%9d	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/%e2%80%9chttps_/www.smartsupp.com%e2%80%9d	(from https://digitalnegociacao.com/?a=edit_account)
13:09:23	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Thu,%2019%20Dec%202024%2012:09:23%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/Users/Diego/Downloads/uAdmin/translate.google.com/translate_a/element.38a0d8.delayed	(from https://digitalnegociacao.com/?a=edit_account)
13:09:24	85240/85240	---MC-	200	added ('OK')	text/javascript	date:Thu,%2019%20Dec%202024%2012:09:24%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/Users/Diego/Downloads/uAdmin/translate.google.com/translate_a/elementa0d8.js	(from https://digitalnegociacao.com/?a=edit_account)
13:09:24	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:25%20GMT	https://digitalnegociacao.com/fonts/fontawesome-webfont3e6e.html?v=4.7.0	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/fonts/fontawesome-webfont3e6e3e6e.html	(from https://digitalnegociacao.com/css/font-awesome.min.css)
13:09:25	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:25%20GMT	https://digitalnegociacao.com/fonts/fontawesome-webfontd41d.html?	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/fonts/fontawesome-webfontd41dd41d.html	(from https://digitalnegociacao.com/css/font-awesome.min.css)
13:09:25	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:25%20GMT	https://digitalnegociacao.com/fonts/fontawesome-webfont3e6e.woff2?v=4.7.0	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/fonts/fontawesome-webfont3e6e3e6e.woff2	(from https://digitalnegociacao.com/css/font-awesome.min.css)
13:09:25	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:26%20GMT	https://digitalnegociacao.com/fonts/fontawesome-webfont3e6e-2.html?v=4.7.0	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/fonts/fontawesome-webfont3e6e-23e6e.html	(from https://digitalnegociacao.com/css/font-awesome.min.css)
13:09:25	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:26%20GMT	https://digitalnegociacao.com/fonts/fontawesome-webfont3e6e-3.html?v=4.7.0	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/fonts/fontawesome-webfont3e6e-33e6e.html	(from https://digitalnegociacao.com/css/font-awesome.min.css)
13:09:26	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:26%20GMT	https://digitalnegociacao.com/fonts/fontawesome-webfont3e6e-4.html?v=4.7.0	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/fonts/fontawesome-webfont3e6e-43e6e.html	(from https://digitalnegociacao.com/css/font-awesome.min.css)
13:09:26	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:26%20GMT	https://digitalnegociacao.com/vendors/flat-icon/Flaticon.html	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/flat-icon/Flaticon.html	(from https://digitalnegociacao.com/vendors/flat-icon/flaticon.css)
13:09:26	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:27%20GMT	https://digitalnegociacao.com/vendors/flat-icon/Flaticond41d.html?	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/flat-icon/Flaticond41dd41d.html	(from https://digitalnegociacao.com/vendors/flat-icon/flaticon.css)
13:09:26	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:27%20GMT	https://digitalnegociacao.com/vendors/flat-icon/Flaticon.woff	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/flat-icon/Flaticon.woff	(from https://digitalnegociacao.com/vendors/flat-icon/flaticon.css)
13:09:27	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:27%20GMT	https://digitalnegociacao.com/vendors/flat-icon/Flaticon-2.html	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/flat-icon/Flaticon-3.html	(from https://digitalnegociacao.com/vendors/flat-icon/flaticon.css)
13:09:27	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:28%20GMT	https://digitalnegociacao.com/vendors/flat-icon/Flaticon-3.html	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/flat-icon/Flaticon-4.html	(from https://digitalnegociacao.com/vendors/flat-icon/flaticon.css)
13:09:27	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:28%20GMT	https://digitalnegociacao.com/vendors/revolution/fonts/revicons/revicons90c6.html?5510888	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/revolution/fonts/revicons/revicons90c690c6.html	(from https://digitalnegociacao.com/vendors/revolution/css/settings.css)
13:09:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:28%20GMT	https://digitalnegociacao.com/vendors/revolution/fonts/revicons/revicons90c6.woff?5510888	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/revolution/fonts/revicons/revicons90c690c6.woff	(from https://digitalnegociacao.com/vendors/revolution/css/settings.css)
13:09:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:28%20GMT	https://digitalnegociacao.com/vendors/revolution/fonts/revicons/revicons90c6-2.html?5510888	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/revolution/fonts/revicons/revicons90c6-290c6.html	(from https://digitalnegociacao.com/vendors/revolution/css/settings.css)
13:09:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2012:09:29%20GMT	https://digitalnegociacao.com/vendors/revolution/fonts/revicons/revicons90c6-3.html?5510888	C:/Users/Diego/Downloads/uAdmin/digitalnegociacao.com/vendors/revolution/fonts/revicons/revicons90c6-390c6.html	(from https://digitalnegociacao.com/vendors/revolution/css/settings.css)
